,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1296,20,RL,80.0,8700,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,3,4,CBlock,3,3,1,5,776.0,1,0.0,344.0,1120.0,GasA,4,Y,SBrkr,1128,0,0,1128,1.0,0.0,2,0,3,1,3.0,6,8.0,0,0,Attchd,1963.0,RFn,2.0,525.0,3,3,2,192,20,123,0,0,0,0,3,None,0,12,2008,WD,Normal
1297,180,RM,35.0,3675,2,0,4,Lvl,4.0,Inside,3,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,3,3,PConc,4,3,3,6,547.0,1,0.0,0.0,547.0,GasA,4,Y,SBrkr,1072,0,0,1072,1.0,0.0,2,0,2,1,3.0,5,8.0,0,0,Basment,2005.0,Fin,2.0,525.0,3,3,2,0,44,0,0,0,0,0,0,None,0,6,2006,New,Partial
1298,60,RL,313.0,63887,2,0,1,Bnk,4.0,Corner,3,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796.0,5,3,PConc,5,3,3,6,5644.0,1,0.0,466.0,6110.0,GasA,5,Y,SBrkr,4692,950,0,5642,2.0,0.0,2,1,3,1,5.0,12,8.0,3,4,Attchd,2008.0,Fin,2.0,1418.0,3,3,2,214,292,0,0,0,480,3,0,None,0,1,2008,New,Partial
1299,20,RL,75.0,7500,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,No,2,340.0,3,906.0,0.0,1246.0,GasA,5,Y,SBrkr,1246,0,0,1246,1.0,0.0,1,1,3,1,4.0,6,8.0,0,0,Attchd,1959.0,RFn,1.0,305.0,3,3,2,218,0,0,0,0,0,0,4,None,0,5,2010,WD,Normal
1300,60,RL,,10762,2,0,3,Lvl,4.0,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,4,3,PConc,4,3,No,6,694.0,1,0.0,284.0,978.0,GasA,5,Y,SBrkr,1005,978,0,1983,0.0,0.0,2,1,3,1,4.0,9,8.0,1,3,Attchd,1999.0,Fin,2.0,490.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2009,WD,Normal
1301,70,RL,,7500,2,0,3,Bnk,4.0,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,4,547.0,1,0.0,224.0,771.0,GasA,2,Y,SBrkr,753,741,0,1494,0.0,0.0,1,0,3,1,4.0,7,8.0,2,4,Attchd,1942.0,Unf,1.0,213.0,3,3,1,0,0,0,0,224,0,0,0,None,0,11,2009,WD,Normal
1302,60,RL,92.0,10120,2,0,4,Lvl,4.0,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,4,3,PConc,4,3,No,6,740.0,1,0.0,425.0,1165.0,GasA,5,Y,SBrkr,1203,1323,0,2526,1.0,0.0,2,1,4,1,4.0,8,8.0,1,3,Attchd,1994.0,RFn,3.0,844.0,3,3,2,309,78,0,0,0,0,0,0,None,0,12,2006,WD,Normal
1303,20,RL,73.0,8688,2,0,4,Lvl,4.0,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1616.0,1616.0,GasA,5,Y,SBrkr,1616,0,0,1616,0.0,0.0,2,0,3,1,4.0,7,8.0,0,0,Attchd,2005.0,RFn,3.0,834.0,3,3,2,208,59,0,0,0,0,0,0,None,0,4,2006,WD,Normal
1304,160,RM,32.0,3363,2,0,4,Lvl,4.0,Inside,3,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,4,3,PConc,4,3,No,1,0.0,1,0.0,976.0,976.0,GasA,5,Y,SBrkr,976,732,0,1708,0.0,0.0,2,0,3,1,4.0,7,4.0,0,0,Detchd,2004.0,Unf,2.0,380.0,3,3,2,0,40,0,0,0,0,0,0,None,0,4,2006,WD,Normal
1305,20,RL,108.0,13173,2,0,3,Lvl,4.0,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,No,6,1572.0,1,0.0,80.0,1652.0,GasA,5,Y,SBrkr,1652,0,0,1652,1.0,0.0,2,0,2,1,5.0,6,8.0,2,5,Attchd,2006.0,Fin,2.0,840.0,3,3,2,404,102,0,0,0,0,0,0,None,0,11,2009,WD,Normal
1306,120,RL,48.0,6955,2,0,3,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,4,3,PConc,4,3,No,1,0.0,1,0.0,1368.0,1368.0,GasA,5,Y,SBrkr,1368,0,0,1368,0.0,0.0,2,0,2,1,4.0,6,8.0,1,4,Attchd,2005.0,RFn,2.0,474.0,3,3,2,132,35,0,0,0,0,0,0,None,0,9,2006,New,Partial
1307,20,RL,60.0,8072,2,0,4,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,4,No,5,746.0,1,0.0,244.0,990.0,GasA,5,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Detchd,2000.0,Unf,2.0,480.0,3,3,2,0,64,0,0,0,0,0,0,None,0,5,2009,WD,Normal
1308,20,RM,100.0,12000,2,0,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,6,144.0,5,608.0,172.0,924.0,GasA,5,Y,SBrkr,1122,0,0,1122,1.0,0.0,1,0,2,1,4.0,6,8.0,0,0,Attchd,1948.0,Unf,2.0,528.0,3,3,2,0,36,0,0,0,0,0,2,None,0,5,2008,WD,Normal
1309,20,RL,,7153,2,0,4,Lvl,4.0,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,3,3,CBlock,4,3,No,6,1200.0,1,0.0,78.0,1278.0,GasA,4,Y,SBrkr,1294,0,0,1294,1.0,0.0,2,0,3,1,4.0,6,8.0,0,0,Attchd,1991.0,RFn,2.0,496.0,3,3,2,112,51,0,0,0,0,0,2,None,0,6,2008,WD,Normal
1310,20,RL,100.0,17500,2,0,4,Lvl,4.0,Inside,3,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,None,0.0,4,4,PConc,4,3,2,6,1406.0,1,0.0,496.0,1902.0,GasA,3,Y,SBrkr,1902,0,0,1902,1.0,0.0,2,0,3,1,5.0,7,8.0,2,3,Attchd,1959.0,Fin,2.0,567.0,3,3,2,0,207,162,0,0,0,0,0,None,0,5,2010,WD,Normal
1311,20,RL,68.0,8814,2,0,4,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,4,3,PConc,4,3,No,6,925.0,1,0.0,349.0,1274.0,GasA,5,Y,SBrkr,1274,0,0,1274,1.0,0.0,2,0,3,1,4.0,6,8.0,0,0,Attchd,2005.0,RFn,2.0,508.0,3,3,2,264,98,0,0,0,0,0,0,None,0,1,2007,New,Partial
1312,60,RL,,9572,2,0,3,Lvl,4.0,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,4,3,PConc,5,3,No,6,482.0,1,0.0,971.0,1453.0,GasA,5,Y,SBrkr,1453,1357,0,2810,0.0,0.0,2,1,4,1,4.0,9,8.0,1,5,Attchd,1990.0,RFn,2.0,750.0,4,4,2,500,0,0,0,0,0,0,0,None,0,6,2007,WD,Normal
1313,60,RL,108.0,14774,2,0,3,Lvl,4.0,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,4,3,PConc,4,3,No,1,0.0,1,0.0,1393.0,1393.0,GasA,5,Y,SBrkr,1422,1177,0,2599,0.0,0.0,2,1,4,1,4.0,10,8.0,1,3,BuiltIn,1999.0,Fin,3.0,779.0,3,3,2,668,30,0,0,0,0,0,0,None,0,5,2010,WD,Normal
1314,20,RL,60.0,8190,2,0,4,Lvl,4.0,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,3,732.0,1,0.0,216.0,948.0,GasA,5,Y,SBrkr,948,0,0,948,1.0,0.0,1,0,3,1,3.0,5,8.0,1,3,Detchd,1956.0,Unf,1.0,280.0,3,3,2,0,36,0,0,0,0,0,0,None,0,10,2007,WD,Normal
1315,60,RL,85.0,11075,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,1,5,500.0,2,276.0,176.0,952.0,GasA,3,Y,SBrkr,1092,1020,0,2112,0.0,0.0,2,1,4,1,3.0,9,8.0,2,4,Attchd,1969.0,Unf,2.0,576.0,3,3,2,280,0,0,0,0,0,0,0,None,0,6,2008,WD,Normal
1316,20,RL,61.0,10226,2,0,3,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1622.0,1622.0,GasA,5,Y,SBrkr,1630,0,0,1630,1.0,0.0,2,0,3,1,5.0,8,8.0,1,4,Attchd,2008.0,RFn,3.0,860.0,3,3,2,172,42,0,0,0,0,0,0,None,0,1,2009,WD,Normal
1317,120,FV,47.0,4230,2,2,4,Lvl,4.0,Corner,3,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,4,No,1,0.0,1,0.0,1352.0,1352.0,GasA,5,Y,SBrkr,1352,0,0,1352,0.0,0.0,2,0,2,1,4.0,5,8.0,1,4,Attchd,2006.0,RFn,2.0,466.0,3,3,2,0,241,0,0,0,0,0,0,None,0,4,2007,New,Partial
1318,20,RL,,14781,2,0,2,Lvl,4.0,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1753.0,1753.0,GasA,5,Y,SBrkr,1787,0,0,1787,0.0,0.0,2,0,3,1,4.0,7,8.0,1,3,Attchd,2001.0,RFn,3.0,748.0,3,3,2,198,150,0,0,0,0,0,0,None,0,8,2006,WD,Normal
1319,20,RL,75.0,10215,2,0,4,Bnk,4.0,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,3,3,PConc,3,3,No,5,492.0,1,0.0,372.0,864.0,GasA,5,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Attchd,1954.0,Unf,1.0,248.0,3,3,2,0,0,0,0,0,0,0,0,None,0,2,2007,WD,Normal
1320,20,RL,70.0,8400,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,No,5,189.0,3,661.0,628.0,1478.0,GasA,4,Y,SBrkr,1478,0,0,1478,1.0,0.0,1,1,3,1,3.0,6,8.0,2,4,Attchd,1957.0,RFn,2.0,442.0,3,3,2,114,0,0,0,216,0,0,0,None,0,6,2009,WD,Normal
1321,20,RL,,6627,2,0,3,Lvl,4.0,Corner,3,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,Floor,3,N,SBrkr,720,0,0,720,0.0,0.0,1,0,2,1,3.0,4,8.0,0,0,Detchd,1955.0,Unf,1.0,287.0,3,2,2,0,0,0,0,0,0,0,0,None,0,7,2008,WD,Normal
1322,60,RL,107.0,10186,2,0,3,Lvl,4.0,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,No,6,674.0,1,0.0,76.0,750.0,GasA,5,Y,SBrkr,1061,862,0,1923,1.0,0.0,2,1,3,1,4.0,8,8.0,1,3,Attchd,1992.0,RFn,2.0,564.0,3,3,2,240,39,0,0,0,0,0,0,None,0,6,2010,WD,Normal
1323,30,RL,50.0,5330,2,0,4,HLS,4.0,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,3,No,2,280.0,1,0.0,140.0,420.0,GasA,4,Y,SBrkr,708,0,0,708,0.0,0.0,1,0,2,1,2.0,5,8.0,0,0,None,,None,0.0,0.0,0,0,2,164,0,0,0,0,0,0,0,None,0,12,2009,WD,Normal
1324,20,RL,75.0,9986,2,0,4,Lvl,4.0,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,4,3,PConc,5,3,2,1,0.0,1,0.0,1795.0,1795.0,GasA,5,Y,SBrkr,1795,0,0,1795,0.0,0.0,2,0,2,1,4.0,7,8.0,1,4,Attchd,2007.0,RFn,3.0,895.0,3,3,2,0,49,0,0,0,0,0,0,None,0,2,2007,New,Partial
1325,30,RM,40.0,3636,2,0,4,Lvl,4.0,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,2,No,1,0.0,1,0.0,796.0,796.0,GasA,2,N,SBrkr,796,0,0,796,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,None,,None,0.0,0.0,0,0,0,0,0,100,0,0,0,0,3,None,0,1,2008,WD,Normal
1326,30,RH,70.0,4270,2,0,4,Bnk,4.0,Inside,2,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,No,3,544.0,1,0.0,0.0,544.0,GasA,5,Y,SBrkr,774,0,0,774,0.0,0.0,1,0,3,1,4.0,6,8.0,0,0,None,,None,0.0,0.0,0,0,2,0,0,286,0,0,0,0,0,None,0,5,2007,WD,Normal
1327,20,RL,60.0,6600,2,0,4,Lvl,4.0,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,3,3,No,5,641.0,1,0.0,175.0,816.0,GasA,5,Y,SBrkr,816,0,0,816,0.0,1.0,1,0,3,1,4.0,5,8.0,1,5,Attchd,1982.0,Unf,1.0,264.0,3,3,2,0,0,0,0,0,0,0,3,None,0,10,2008,WD,Normal
1328,50,RM,60.0,10440,2,1,4,Lvl,4.0,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,4,BrkTil,4,3,No,2,493.0,1,0.0,1017.0,1510.0,GasW,5,Y,SBrkr,1584,1208,0,2792,0.0,0.0,2,0,5,1,3.0,8,5.0,2,3,Detchd,1920.0,Unf,2.0,520.0,2,3,2,0,547,0,0,480,0,0,3,Shed,1150,6,2008,WD,Normal
1329,60,RL,63.0,9084,2,0,3,Lvl,4.0,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,1,0.0,1,0.0,935.0,935.0,GasA,4,Y,SBrkr,955,677,0,1632,0.0,0.0,2,1,3,1,3.0,8,8.0,1,3,Attchd,1998.0,Fin,2.0,462.0,3,3,2,0,28,0,0,0,0,0,0,None,0,6,2006,WD,Normal
1330,20,RL,85.0,10000,2,0,4,Lvl,4.0,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,4,3,PConc,4,4,2,1,0.0,1,0.0,1588.0,1588.0,GasA,5,Y,SBrkr,1588,0,0,1588,0.0,0.0,2,0,3,1,4.0,7,8.0,1,4,Attchd,2006.0,RFn,3.0,825.0,3,3,2,144,45,0,0,0,0,0,0,None,0,12,2007,WD,Normal
1331,80,RL,55.0,10780,2,0,3,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,5,483.0,1,0.0,428.0,911.0,GasA,4,Y,SBrkr,954,0,0,954,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Detchd,1976.0,Unf,2.0,576.0,3,3,2,0,0,0,0,0,0,0,0,None,0,7,2006,WD,Normal
1332,20,RL,67.0,8877,2,0,4,Lvl,4.0,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,690.0,1,0.0,126.0,816.0,GasA,5,Y,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,3.0,3,8.0,1,4,Detchd,1958.0,Unf,1.0,288.0,2,2,2,0,0,0,0,0,0,0,0,None,0,5,2009,WD,Normal
1333,50,RM,60.0,7200,2,0,4,Lvl,4.0,Corner,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,1,0.0,1,0.0,803.0,803.0,GasA,5,Y,SBrkr,803,557,0,1360,0.0,0.0,1,1,2,1,4.0,6,8.0,0,0,Detchd,1951.0,Unf,1.0,297.0,3,3,2,0,65,190,0,0,0,0,3,None,0,7,2006,WD,Normal
1334,160,RM,24.0,2368,2,0,4,Lvl,4.0,Inside,3,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,312.0,3,3,CBlock,3,3,No,2,765.0,1,0.0,0.0,765.0,GasA,3,Y,SBrkr,765,600,0,1365,0.0,0.0,1,1,3,1,3.0,7,7.0,0,0,Attchd,1970.0,Unf,2.0,440.0,3,3,2,0,36,0,0,0,0,0,0,None,0,5,2009,WD,Normal
1335,20,RL,80.0,9650,2,0,4,Lvl,4.0,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,4,3,No,5,686.0,1,0.0,664.0,1350.0,GasA,3,Y,SBrkr,1334,0,0,1334,0.0,1.0,2,0,2,1,3.0,6,8.0,1,3,Attchd,1977.0,RFn,2.0,630.0,3,3,2,0,16,0,0,0,0,0,0,None,0,4,2009,WD,Normal
1336,90,RL,87.0,9246,2,0,3,Lvl,4.0,Inside,3,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,3,3,CBlock,3,3,No,1,0.0,1,0.0,1656.0,1656.0,GasA,3,Y,SBrkr,1656,0,0,1656,0.0,0.0,2,0,4,2,3.0,8,8.0,0,0,Detchd,1973.0,Unf,2.0,506.0,3,3,2,0,211,0,0,0,0,0,0,None,0,11,2008,WD,Normal
1337,30,RM,153.0,4118,2,1,3,Bnk,4.0,Corner,2,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,1,0.0,1,0.0,693.0,693.0,Grav,2,N,FuseA,693,0,0,693,0.0,0.0,1,0,2,1,2.0,4,8.0,0,0,None,,None,0.0,0.0,0,0,0,0,20,0,0,0,0,0,0,None,0,3,2006,WD,Normal
1338,60,RL,95.0,13450,2,0,3,Lvl,4.0,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,6,700.0,1,0.0,216.0,916.0,GasA,5,Y,SBrkr,920,941,0,1861,1.0,0.0,2,1,3,1,4.0,8,8.0,0,0,BuiltIn,2002.0,RFn,2.0,492.0,3,3,2,146,91,0,0,0,0,0,0,None,0,6,2006,WD,Normal
1339,20,RL,120.0,9560,2,0,3,Lvl,4.0,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,360.0,1,0.0,504.0,864.0,GasA,5,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Attchd,1972.0,RFn,1.0,288.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2006,WD,Normal
1340,20,RL,70.0,8294,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,1,0.0,1,0.0,858.0,858.0,GasA,3,Y,SBrkr,872,0,0,872,0.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Detchd,1974.0,Unf,4.0,480.0,3,3,2,0,0,0,0,0,0,0,2,None,0,6,2007,WD,Normal
1341,20,RL,66.0,13695,2,0,4,Lvl,4.0,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,6,814.0,1,0.0,300.0,1114.0,GasA,5,Y,SBrkr,1114,0,0,1114,1.0,0.0,1,0,3,1,4.0,6,8.0,0,0,Detchd,2004.0,Unf,2.0,576.0,3,3,2,0,78,0,0,0,0,0,0,None,0,7,2008,WD,Normal
1342,60,RL,,9375,2,0,4,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,149.0,4,3,PConc,4,3,No,1,0.0,1,0.0,1284.0,1284.0,GasA,5,Y,SBrkr,1284,885,0,2169,0.0,0.0,2,1,3,1,4.0,7,8.0,1,4,Attchd,2002.0,RFn,2.0,647.0,3,3,2,192,87,0,0,0,0,0,0,None,0,8,2007,WD,Normal
1343,50,RL,57.0,7558,2,0,4,Bnk,4.0,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,3,BrkTil,3,3,No,1,0.0,1,0.0,896.0,896.0,GasA,4,Y,SBrkr,1172,741,0,1913,0.0,0.0,1,1,3,1,3.0,9,8.0,1,3,Detchd,1929.0,Unf,2.0,342.0,2,2,2,0,0,0,0,0,0,0,0,None,0,3,2009,WD,Normal
1344,60,RL,85.0,11103,2,0,3,Lvl,4.0,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,1,0.0,1,0.0,728.0,728.0,GasA,5,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,4.0,8,8.0,1,3,Attchd,2006.0,Fin,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,None,0,7,2007,New,Partial
1345,30,RM,50.0,6000,2,0,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,No,5,250.0,1,0.0,710.0,960.0,GasA,4,Y,FuseA,960,0,0,960,0.0,0.0,1,0,2,1,2.0,5,8.0,0,0,Detchd,1997.0,Unf,1.0,308.0,3,3,2,0,0,168,0,0,0,0,0,None,0,7,2007,WD,Normal
1346,20,RL,,20781,2,0,2,Lvl,4.0,CulDSac,3,NWAmes,PosN,Norm,1Fam,1Story,7,7,1968,2003,Hip,CompShg,BrkFace,HdBoard,None,0.0,3,3,CBlock,3,3,No,4,297.0,3,68.0,1203.0,1568.0,GasA,3,Y,SBrkr,2156,0,0,2156,0.0,0.0,2,0,3,1,3.0,9,8.0,1,4,Attchd,1968.0,RFn,2.0,508.0,4,3,2,0,80,0,290,0,0,0,0,None,0,6,2006,WD,Normal
1347,20,RL,93.0,15306,2,0,3,HLS,4.0,Corner,3,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,4,3,PConc,5,3,3,6,80.0,1,0.0,1652.0,1732.0,GasA,5,Y,SBrkr,1776,0,0,1776,1.0,0.0,2,0,3,1,4.0,7,8.0,1,4,Attchd,2006.0,Fin,3.0,712.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2007,New,Partial
1348,20,RL,,16196,2,0,1,Low,4.0,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,1443.0,1,0.0,39.0,1482.0,GasA,5,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,4.0,5,8.0,1,2,Attchd,1998.0,RFn,2.0,514.0,3,3,2,402,25,0,0,0,0,0,0,None,0,8,2007,WD,Normal
1349,70,RM,50.0,5250,2,2,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,2,No,2,259.0,1,0.0,425.0,684.0,OthW,2,N,SBrkr,938,1215,205,2358,0.0,0.0,2,0,4,1,3.0,8,8.0,0,0,None,,None,0.0,0.0,0,0,2,0,54,20,0,0,0,0,0,None,0,12,2008,WD,Normal
